project_id,compound_id,smiles,series,pIC50,logD,solubility_uM,microsomal_CLint,hERG_IC50_uM,Caco2_Papp,assay_date
PROT003,PROT003-155,COc1ccc(NC(=O)c2ccc(OCCN3CCOCC3)c(Cl)c2)c(Br)c1,F,6.05,4.59,1.2,64.0,16.4,16.1,2026-01-10
PROT003,PROT003-156,Cc1cc(NC(=O)c2ccc(OC=O)c(CO)c2)ccc1N1CCOCC1,F,6.29,2.67,70.4,39.9,21.2,14.4,2026-01-10
PROT003,PROT003-157,CCc1ccc(CNC(=O)c2cccc(C)n2)c(C)c1,F,5.32,3.22,26.9,44.9,21.1,11.6,2026-01-13
PROT003,PROT003-158,NCc1ccc(NC(=O)c2ccc(OCCN3CCOCC3)c(CCO)c2)c(OC=O)c1,F,5.37,1.14,260.0,28.7,38.1,2.9,2026-01-16
PROT003,PROT003-159,Nc1ccc(NC(=O)c2ccc(OCCN3CCOCC3)c(Cl)c2)c(NC=O)c1,F,5.80,2.92,36.1,41.5,24.0,10.2,2026-01-18
PROT003,PROT003-160,CCc1cccc(C(=O)NCc2ccc(N)cc2NC=O)n1,F,5.49,2.15,236.3,35.3,31.6,9.9,2026-01-22
PROT003,PROT003-161,Nc1cc(O)ccc1NC(=O)c1ccc(OCCN2CCOCC2)c(C(F)(F)F)c1,F,6.62,3.41,24.0,52.0,18.4,15.4,2026-01-21
PROT003,PROT003-162,CNc1ccc(C(=O)Nc2ccc(N3CCOCC3)c(N)c2)cc1OC,F,5.99,2.62,130.7,30.6,25.5,11.8,2026-01-22
PROT003,PROT003-163,CCc1cc(OC)ccc1CNC(=O)c1cccc(F)n1,F,5.64,3.06,35.6,42.7,22.7,13.2,2026-01-23
PROT003,PROT003-164,COc1cc(C(=O)Nc2ccc(Cl)cc2NC=O)ccc1OCCN1CCOCC1,F,6.11,2.99,33.8,57.1,23.2,15.4,2026-01-27
PROT003,PROT003-165,CCc1cc(C(=O)Nc2ccc(Cl)cc2F)ccc1OCCN1CCOCC1,F,6.79,4.45,1.0,58.4,13.7,15.6,2026-01-28
PROT003,PROT003-166,O=COc1ccc(C(=O)Nc2ccc(N3CCOCC3)c(Cl)c2)cc1CO,F,6.18,2.32,34.4,40.0,23.0,7.7,2026-01-31
PROT003,PROT003-167,O=C(NCc1ccc(CO)cc1Cl)c1cccc(CO)n1,F,5.43,1.90,260.0,18.8,38.8,7.3,2026-02-02
PROT003,PROT003-168,O=C(NCc1ccc(CO)cc1S)c1cccc(F)n1,F,5.68,2.38,253.7,22.3,30.8,12.1,2026-02-05
PROT003,PROT003-169,CCOc1cc(CO)ccc1CNC(=O)c1cccc(C)n1,F,5.57,2.42,177.3,27.1,26.3,14.0,2026-02-07
PROT003,PROT003-170,Cc1cc(C(=O)Nc2ccc(C(F)(F)F)cc2F)ccc1OCCN1CCOCC1,F,6.62,3.81,2.1,58.9,15.6,14.9,2026-02-05
PROT003,PROT003-171,N#Cc1ccc(NC(=O)c2ccc(OCCN3CCOCC3)c(C#N)c2)c(S)c1,F,6.38,2.77,55.0,39.0,25.9,13.4,2026-02-07
PROT003,PROT003-172,Cc1ccc(NC(=O)c2ccc(OCCN3CCOCC3)c(Cl)c2)c(C)c1,F,6.72,4.27,2.0,58.7,16.0,17.2,2026-02-13
PROT003,PROT003-173,Nc1cc(F)ccc1CNC(=O)c1cccc(C(F)(F)F)n1,F,6.23,2.89,41.6,36.8,33.3,12.7,2026-02-14
PROT003,PROT003-174,Nc1ccc(NC(=O)c2ccc(OCCN3CCOCC3)c(CCO)c2)c(O)c1,F,5.63,1.77,260.0,37.3,33.8,8.5,2026-02-16
PROT003,PROT003-175,CCOc1cc(CO)ccc1CNC(=O)c1cccc(CO)n1,F,5.49,1.96,260.0,27.2,41.2,5.8,2026-02-19
PROT003,PROT003-176,Cc1cccc(C(=O)NCc2ccc(Cl)cc2Br)n1,F,6.36,3.91,2.4,43.5,10.6,14.6,2026-02-21
PROT003,PROT003-177,COc1ccc(CNC(=O)c2cccc(C)n2)c(N)c1,F,5.27,1.98,260.0,25.0,31.4,9.2,2026-02-23
PROT003,PROT003-178,CCc1cc(NC(=O)c2ccc(Br)c(CCO)c2)ccc1N1CCOCC1,F,6.70,3.89,5.7,64.2,7.2,13.9,2026-02-27
PROT003,PROT003-179,CCc1ccc(C(=O)Nc2ccc(N3CCOCC3)c(C)c2)cc1CCO,F,6.23,3.71,10.3,48.3,16.5,16.8,2026-02-25
PROT003,PROT003-180,COc1cc(C(=O)Nc2ccc(CO)cc2NC=O)ccc1OCCN1CCOCC1,F,5.65,1.85,260.0,34.0,29.0,8.0,2026-02-28
